Date,E-waste(g)
2014-12-20,1790597.190783386
2014-12-21,1739220.4279326173
2014-12-22,1704704.375195939
2014-12-23,2034571.941033139
2014-12-24,1913610.7974200223
2014-12-25,2069794.462793306
2014-12-26,1846595.4424805627
2014-12-27,2016890.167757361
2014-12-28,1997725.283788219
2014-12-29,2123913.6982063227
2014-12-30,1938490.6201563985
2014-12-31,2059895.767144841
2015-01-01,2062088.4616335179
2015-01-02,2113553.115994523
2015-01-03,2136036.589847009
2015-01-04,2119906.636154419
2015-01-05,2144838.5483993324
2015-01-06,2027933.9420250866
2015-01-07,1987416.994225697
2015-01-08,1783239.9735867737
2015-01-09,1958361.0310064964
2015-01-10,1855548.0949565188
2015-01-11,1907819.21052629
2015-01-12,2048817.1627046212
2015-01-13,1742034.4559640815
2015-01-14,2008060.6039185228
2015-01-15,1987924.6794897425
2015-01-16,2098558.772065627
2015-01-17,1907809.04390307
2015-01-18,2051641.0500098336
2015-01-19,2211376.4710252043
2015-01-20,1754725.0668565952
2015-01-21,1818991.232977799
2015-01-22,2151239.222078529
2015-01-23,1798555.7693702776
2015-01-24,1711030.6088207995
2015-01-25,1786770.1018350145
2015-01-26,1760216.611163084
2015-01-27,1893246.9157869346
2015-01-28,2040054.566546506
2015-01-29,2170666.865765913
2015-01-30,2033546.1866169786
2015-01-31,1938052.0323893705
2015-02-01,2250422.714166879
2015-02-02,1959578.7462745218
2015-02-03,1906795.627542334
2015-02-04,1969531.9283458053
2015-02-05,1971934.7736315832
2015-02-06,2235645.7652408862
2015-02-07,2225438.6182888844
2015-02-08,1865152.9037929645
2015-02-09,2027059.7392408815
2015-02-10,2186599.9536212874
2015-02-11,2121965.5005701785
2015-02-12,1992873.1932812561
2015-02-13,1882900.486350706
2015-02-14,2209479.834791666
2015-02-15,1978634.9983576974
2015-02-16,2212253.370844319
2015-02-17,2195467.0413871696
2015-02-18,2218225.459801487
2015-02-19,2414437.2316828943
2015-02-20,2325884.0229724925
2015-02-21,2014084.0835490783
2015-02-22,2092029.604751798
2015-02-23,2183314.26977044
2015-02-24,1990690.4166935731
2015-02-25,2172097.851462179
2015-02-26,2279326.743692806
2015-02-27,2287138.7201492633
2015-02-28,2171793.9367487314
2015-03-01,2178965.735966482
2015-03-02,2129234.748218867
2015-03-03,2372491.452604198
2015-03-04,2301827.530015642
2015-03-05,1919892.094299708
2015-03-06,2173489.7224945407
2015-03-07,2104365.7021584786
2015-03-08,2258384.9990070155
2015-03-09,2238818.1482451335
2015-03-10,2138514.0649942285
2015-03-11,2477142.247320778
2015-03-12,2101289.5616787495
2015-03-13,2098596.237549388
2015-03-14,2108368.0608134554
2015-03-15,2095585.8789071874
2015-03-16,2140408.3039812753
2015-03-17,2058753.9666039266
2015-03-18,2125753.3911437597
2015-03-19,2204622.603833079
2015-03-20,2082431.3645068537
2015-03-21,2142872.521976805
2015-03-22,2044121.9413198188
2015-03-23,2234340.7991613
2015-03-24,2454582.083560449
2015-03-25,2476428.8583775074
2015-03-26,2270930.946609394
2015-03-27,2476979.0131845037
2015-03-28,2325298.8144532493
2015-03-29,2239140.763204563
2015-03-30,2122770.091215266
2015-03-31,2224982.5502782357
2015-04-01,2084298.5659788726
2015-04-02,2205178.80686215
2015-04-03,2336175.545009647
2015-04-04,2255121.8705746895
2015-04-05,2319508.3144862703
2015-04-06,2210380.686821957
2015-04-07,2245285.028098046
2015-04-08,2062487.455522639
2015-04-09,2184233.4864806985
2015-04-10,2153436.0386096616
2015-04-11,2315957.73708573
2015-04-12,2198470.3946657088
2015-04-13,2103238.8089234
2015-04-14,2493526.208244278
2015-04-15,2056390.6601455377
2015-04-16,2148605.350216803
2015-04-17,2043557.853002148
2015-04-18,2136575.73458834
2015-04-19,2259230.351887987
2015-04-20,2241204.152767163
2015-04-21,2471774.4231465836
2015-04-22,2229462.6331499615
2015-04-23,2159889.468623752
2015-04-24,1903702.9515578386
2015-04-25,2243799.5881901644
2015-04-26,2317372.7797978674
2015-04-27,2093999.2503816362
2015-04-28,2263463.3323203977
2015-04-29,2074675.2964663585
2015-04-30,1994064.6666457548
2015-05-01,2171030.3249807917
2015-05-02,2237629.7936223415
2015-05-03,2176763.836992973
2015-05-04,2081777.8009427427
2015-05-05,2166036.684228866
2015-05-06,2294326.684091946
2015-05-07,2359860.021808668
2015-05-08,2230018.8828127673
2015-05-09,2035557.6535118232
2015-05-10,1977633.5480674345
2015-05-11,2197198.264278527
2015-05-12,2434564.1412878614
2015-05-13,2342404.43838964
2015-05-14,2313267.173740006
2015-05-15,2372531.371176612
2015-05-16,2104774.397062705
2015-05-17,2422176.6397145013
2015-05-18,2245959.026632541
2015-05-19,2182225.812493453
2015-05-20,2124529.6897844095
2015-05-21,2400756.018682512
2015-05-22,2212588.7879326725
2015-05-23,2082404.6490742376
2015-05-24,1941314.352194181
2015-05-25,2327907.612248035
2015-05-26,2126696.3190410417
2015-05-27,2194927.9375047428
2015-05-28,2100905.358894117
2015-05-29,2352972.346520122
2015-05-30,2028245.0597549642
2015-05-31,2244572.994852722
2015-06-01,2203878.228150306
2015-06-02,2106827.87381816
2015-06-03,2269847.7769602076
2015-06-04,2121388.091415962
2015-06-05,2198436.2378268717
2015-06-06,2353887.985255532
2015-06-07,2515037.7141967406
2015-06-08,2227266.451775418
2015-06-09,2376915.2364767822
2015-06-10,2396637.6578502846
2015-06-11,2463373.5722406073
2015-06-12,2058269.8899355144
2015-06-13,2275784.6270102286
2015-06-14,2465484.50056652
2015-06-15,2330304.7258926565
2015-06-16,2068656.7686332485
2015-06-17,2102453.789573797
2015-06-18,2484016.5942575983
2015-06-19,2481949.953535775
2015-06-20,2210912.697806903
2015-06-21,2034368.312300019
2015-06-22,2203359.495934059
2015-06-23,2298390.671125993
2015-06-24,2416108.1423246996
2015-06-25,2405089.7158337682
2015-06-26,2469778.057673975
2015-06-27,2179544.154347109
2015-06-28,2234066.7284389683
2015-06-29,2167232.874023464
2015-06-30,2294130.5201946963
2015-07-01,2338746.9352941327
2015-07-02,2190911.156047258
2015-07-03,2555276.767204569
2015-07-04,2394720.5141733955
2015-07-05,2431133.2180569395
2015-07-06,2576178.543260859
2015-07-07,2354284.0625649258
2015-07-08,2385625.1671727886
2015-07-09,2340169.650658183
2015-07-10,2261210.5397976562
2015-07-11,2477008.618929772
2015-07-12,2311243.966202561
2015-07-13,2259239.614940855
2015-07-14,2430665.530811435
2015-07-15,2401688.662731845
2015-07-16,2365721.729977441
2015-07-17,2315759.891829516
2015-07-18,2539739.7817543806
2015-07-19,2454771.1381021645
2015-07-20,2452984.6710256734
2015-07-21,2318006.4731976395
2015-07-22,2321053.8897828064
2015-07-23,2469765.8171339864
2015-07-24,2536285.2940576253
2015-07-25,2666427.3625050276
2015-07-26,2435740.1176793007
2015-07-27,2524457.3900237945
2015-07-28,2482238.0920003587
2015-07-29,2355788.320647579
2015-07-30,2399297.063893873
2015-07-31,2349301.8895981372
2015-08-01,2697453.108829868
2015-08-02,2627923.5809783484
2015-08-03,2450160.1787194097
2015-08-04,2607264.648131081
2015-08-05,2053190.5829840864
2015-08-06,2391771.836431921
2015-08-07,2458365.2012804723
2015-08-08,2488908.4840432326
2015-08-09,2428063.9447739795
2015-08-10,2689100.607792757
2015-08-11,2924355.0012776777
2015-08-12,2327929.600958341
2015-08-13,2381385.7604741016
2015-08-14,2447033.1585154436
2015-08-15,2312022.2458323007
2015-08-16,2385458.626522829
2015-08-17,2315388.0779650677
2015-08-18,2464665.5350105125
2015-08-19,2577643.3492671424
2015-08-20,2664634.6863218043
2015-08-21,2531586.5509262998
2015-08-22,2798310.881728945
2015-08-23,2514655.829854288
2015-08-24,2600593.4476775257
2015-08-25,2598315.431132376
2015-08-26,2532516.710148488
2015-08-27,2624153.9288339373
2015-08-28,2524193.6504404806
2015-08-29,2851605.1687634597
2015-08-30,2673106.34240279
2015-08-31,2775522.149175206
2015-09-01,1703643.4837979614
2015-09-02,1836739.0761346326
2015-09-03,1757451.5639947623
2015-09-04,1849371.0911958928
2015-09-05,1866921.4379812374
2015-09-06,1841423.6856946277
2015-09-07,1709765.4248606972
2015-09-08,1759445.96134405
2015-09-09,1708099.4091275958
2015-09-10,2014686.5489561085
2015-09-11,2056419.6838382648
2015-09-12,1777968.6127156185
2015-09-13,1688683.5378057526
2015-09-14,1977949.2226254602
2015-09-15,1858576.3884241416
2015-09-16,1917739.9775311265
2015-09-17,1684765.1041859156
2015-09-18,1854040.8451337842
2015-09-19,1732256.2584220385
2015-09-20,1563811.6528405312
2015-09-21,1690623.5067695945
2015-09-22,1890208.811249971
2015-09-23,1949140.2541990492
2015-09-24,1867348.4194137582
2015-09-25,1974013.0428125865
2015-09-26,2029153.0235557505
2015-09-27,1845037.0333267455
2015-09-28,1753930.319948204
2015-09-29,2099053.171096871
2015-09-30,2054825.9306344327
2015-10-01,1937496.240765126
2015-10-02,1704473.51136735
2015-10-03,1893657.8898816255
2015-10-04,2005566.1407191309
2015-10-05,1977422.0272914197
2015-10-06,1914139.782291245
2015-10-07,1786397.8923460473
2015-10-08,1789902.877851836
2015-10-09,1812082.1246389558
2015-10-10,1769018.5241485601
2015-10-11,2072500.9652677216
2015-10-12,1862031.4549220186
2015-10-13,1791450.2230990084
2015-10-14,1934719.2952327267
2015-10-15,2052291.268631013
2015-10-16,2046348.7084803262
2015-10-17,1790370.2803298798
2015-10-18,1825944.352132942
2015-10-19,2084828.9146094304
2015-10-20,1839159.4966424287
2015-10-21,1772655.159100223
2015-10-22,2051635.6986509901
2015-10-23,1901975.7932858462
2015-10-24,1901471.1073434062
2015-10-25,2006575.4542592273
2015-10-26,1990884.2895495873
2015-10-27,2058229.550410595
2015-10-28,1866877.1312025762
2015-10-29,1860787.6377535844
2015-10-30,2145331.3302974193
2015-10-31,2187401.2565973727
2015-11-01,2013213.8050496858
2015-11-02,2035648.143918028
2015-11-03,2115525.777068501
2015-11-04,2024957.6294009327
2015-11-05,1983308.2540980838
2015-11-06,1938029.8728624908
2015-11-07,2042853.413201713
2015-11-08,1947511.6213077542
2015-11-09,1841037.510643579
2015-11-10,2035261.263975157
2015-11-11,2220243.1554494337
2015-11-12,2217698.8740801024
2015-11-13,2263025.3756844257
2015-11-14,2153258.8660308407
2015-11-15,2085251.881071471
2015-11-16,2432717.9950968535
2015-11-17,2398660.4744169866
2015-11-18,1913608.2682982683
2015-11-19,2119953.1562216976
2015-11-20,2154315.5371165047
2015-11-21,2384800.05448286
2015-11-22,2519807.054585971
2015-11-23,2341978.822421048
2015-11-24,2380811.6583732045
2015-11-25,2432667.9482656536
2015-11-26,2340283.0647710375
2015-11-27,2326811.0047485875
2015-11-28,2141908.616473777
2015-11-29,2312307.024603559
2015-11-30,2186226.928890147
2015-12-01,2709525.461832706
2015-12-02,2304042.485039877
2015-12-03,2256901.7350454186
2015-12-04,2193988.170172848
2015-12-05,2370492.8043178977
2015-12-06,2530873.6492797886
2015-12-07,2527872.002678024
2015-12-08,2523215.053839946
2015-12-09,2855943.726575168
2015-12-10,2998814.162091933
2015-12-11,3081953.686533776
2015-12-12,2611090.0668365615
2015-12-13,2525241.3425057707
2015-12-14,2751381.532802211
2015-12-15,3075693.697987603
2015-12-16,2850952.73515226
2015-12-17,2530581.8664053436
2015-12-18,2699907.84468123
2015-12-19,3014657.170817596
2015-12-20,3136244.5953869834
2015-12-21,3065712.9749718737
2015-12-22,2722252.978622785
2015-12-23,3074094.9477805304
2015-12-24,2895691.2781855203
2015-12-25,2646649.573048764
2015-12-26,3320363.974443363
2015-12-27,3657731.1177828
2015-12-28,3373073.13694491
2015-12-29,2955344.8256737706
2015-12-30,3146045.1786229485
2015-12-31,3049245.703401367
2016-01-01,2930941.0319032986
2016-01-02,2890808.8892116025
2016-01-03,3188500.307317067
2016-01-04,3488823.335942192
2016-01-05,3466769.4429893154
2016-01-06,3066071.7518410007
2016-01-07,3119447.1391959307
2016-01-08,3490359.9402873507
2016-01-09,3400781.428794568
2016-01-10,3489340.427246194
2016-01-11,3700410.9876834946
2016-01-12,3640061.044866189
2016-01-13,3665122.768296151
2016-01-14,3103070.9632831677
2016-01-15,2938775.0067524
2016-01-16,3143752.5168962553
2016-01-17,3202551.9432750996
2016-01-18,4057528.4432357117
2016-01-19,3455771.8967084154
2016-01-20,3420037.3694080156
2016-01-21,3131393.673689324
2016-01-22,3670642.0847912207
2016-01-23,4019752.7726898403
2016-01-24,3914124.8441344616
2016-01-25,4136900.8520401404
2016-01-26,3865228.1372999307
2016-01-27,3810718.369882664
2016-01-28,3703435.617120878
2016-01-29,4018175.5787630533
2016-01-30,4284483.723022205
2016-01-31,4370105.644779133
2016-02-01,4352672.582454025
2016-02-02,4048084.0071892934
2016-02-03,4310533.368108678
2016-02-04,4589655.393871863
2016-02-05,4297229.388981952
2016-02-06,4569722.420433493
2016-02-07,5405457.709046154
2016-02-08,4965512.812770826
2016-02-09,4758850.157506511
2016-02-10,5181063.80890613
2016-02-11,5181139.580749049
2016-02-12,5282184.859190184
2016-02-13,4638444.974237301
2016-02-14,4850340.922576765
2016-02-15,4646915.246827059
2016-02-16,4450658.344387763
2016-02-17,4154081.6458684704
2016-02-18,4917375.724935066
2016-02-19,4891057.915500512
2016-02-20,4901201.806938677
2016-02-21,4529850.771296611
2016-02-22,4264500.263728991
2016-02-23,4548951.87971998
2016-02-24,4261577.345454416
2016-02-25,4530981.0711654015
2016-02-26,5139760.119558613
2016-02-27,4488185.746301042
2016-02-28,4935993.231806423
2016-02-29,4602855.424292539
2016-03-01,4394483.157672717
2016-03-02,5005243.886558742
2016-03-03,4687028.511810758
2016-03-04,5031601.793164357
2016-03-05,5119737.9122849
2016-03-06,4698425.507501052
2016-03-07,4882855.356663387
2016-03-08,4294234.413098456
2016-03-09,5359025.318584821
2016-03-10,5139596.565979974
2016-03-11,5266369.614622808
2016-03-12,4810303.848071748
2016-03-13,4393669.294093495
2016-03-14,4589265.3648495
2016-03-15,5078420.928913467
2016-03-16,5240209.250142806
2016-03-17,4682239.852582962
2016-03-18,4724763.601357239
2016-03-19,4588746.701934778
2016-03-20,4819163.82950993
2016-03-21,4637374.657448382
2016-03-22,4911223.700643248
2016-03-23,4964839.863991661
2016-03-24,5098308.69524824
2016-03-25,4959642.353769702
2016-03-26,5077383.4115798175
2016-03-27,5091749.766678836
2016-03-28,4977296.230231629
2016-03-29,5670679.407413121
2016-03-30,5223704.0596299
2016-03-31,4506477.022255844
2016-04-01,4667268.634412453
2016-04-02,5219281.805645877
2016-04-03,4698899.8670395445
2016-04-04,5505742.877036726
2016-04-05,5374999.710572136
2016-04-06,5222545.902782726
2016-04-07,4981343.2949448135
2016-04-08,4890396.021038552
2016-04-09,5275430.690164042
2016-04-10,5888694.753836665
2016-04-11,5365094.333306575
2016-04-12,5177937.627470281
2016-04-13,5434449.451450414
2016-04-14,5651255.992756043
2016-04-15,5584504.236199405
2016-04-16,5141184.101138594
2016-04-17,5487723.93843168
2016-04-18,5220656.13192968
2016-04-19,5304218.385174662
2016-04-20,5461635.368614419
2016-04-21,5934961.983352615
2016-04-22,5178628.389145127
2016-04-23,5433371.836905033
2016-04-24,5060050.904196812
2016-04-25,4677795.680011259
2016-04-26,5165425.473400379
2016-04-27,5223103.298940902
2016-04-28,4813912.723429216
2016-04-29,5308801.8160474505
2016-04-30,5515702.851907696
2016-05-01,5588770.184157143
2016-05-02,5590060.620756281
2016-05-03,5695285.835117503
2016-05-04,5869542.7098826105
2016-05-05,5736297.895619037
2016-05-06,5826174.88166584
2016-05-07,5537320.341532373
2016-05-08,5910590.359277354
2016-05-09,6395587.759951586
2016-05-10,5893484.566684077
2016-05-11,5723602.899983253
2016-05-12,5374611.132767844
2016-05-13,5885525.789661029
2016-05-14,5689546.966649706
2016-05-15,5808448.983759704
2016-05-16,5423819.415556157
2016-05-17,5883139.384241425
2016-05-18,5607067.888262833
2016-05-19,5220169.121276925
2016-05-20,5749401.3748727115
2016-05-21,5429385.825684803
2016-05-22,6798155.809646516
2016-05-23,7417008.327901479
2016-05-24,6152578.6192147
2016-05-25,5588149.206165958
2016-05-26,5640540.844350201
2016-05-27,5383375.0166474935
2016-05-28,5851539.946939498
2016-05-29,6043060.787198164
2016-05-30,5491420.689578284
2016-05-31,5836633.5597212035
2016-06-01,3338744.666656744
2016-06-02,3907887.003605201
2016-06-03,3702397.863625236
2016-06-04,3578546.2633253327
2016-06-05,3783581.0895374944
2016-06-06,4456699.66725311
2016-06-07,3918920.361128211
2016-06-08,3814438.273524579
2016-06-09,4083451.643802391
2016-06-10,3871323.570843047
2016-06-11,3943511.44041991
2016-06-12,3947426.0886340076
2016-06-13,3961551.9373562685
2016-06-14,3937233.770920749
2016-06-15,3616349.357453655
2016-06-16,4005480.615173386
2016-06-17,3874521.9867140474
2016-06-18,3774121.928853284
2016-06-19,4632578.201432872
