Date,Emissions(g)
2014-11-26,9850.056005496403
2014-11-27,9562.19167940197
2014-11-28,8113.476530302386
2014-11-29,9370.876459087782
2014-11-30,8957.494681067941
2014-12-01,8656.294315903791
2014-12-02,8979.411893862234
2014-12-03,8994.087859706407
2014-12-04,10024.229860424315
2014-12-05,8948.49548836088
2014-12-06,9503.020437106221
2014-12-07,9131.42275033698
2014-12-08,9727.452841538776
2014-12-09,9987.563850109183
2014-12-10,9044.240003323841
2014-12-11,9378.598475976354
2014-12-12,9352.064368679998
2014-12-13,9576.930018068088
2014-12-14,8736.308245918728
2014-12-15,9186.8588076464
2014-12-16,8951.184706551892
2014-12-17,9423.853148241802
2014-12-18,8527.03953800606
2014-12-19,8600.533128781653
2014-12-20,7667.1584680862625
2014-12-21,8355.673010364437
2014-12-22,8135.369960229811
2014-12-23,8365.996159267639
2014-12-24,8605.339437422523
2014-12-25,8065.054723296591
2014-12-26,8305.544784608215
2014-12-27,9116.800064074881
2014-12-28,8629.200371801511
2014-12-29,8663.853756636505
2014-12-30,8800.88459705416
2014-12-31,8340.732990147779
2015-01-01,8480.612449610624
2015-01-02,8286.495830125272
2015-01-03,8286.176902047531
2015-01-04,8858.812906214936
2015-01-05,8357.276588283643
2015-01-06,8449.833811561368
2015-01-07,8209.202107112127
2015-01-08,7998.132698674661
2015-01-09,8915.51589131076
2015-01-10,7463.396173341553
2015-01-11,7384.2335751825685
2015-01-12,7729.198890479214
2015-01-13,7960.622798370161
2015-01-14,7913.851236257016
2015-01-15,8807.078638184836
2015-01-16,8837.343113528977
2015-01-17,8694.842673274166
2015-01-18,8526.433450993365
2015-01-19,8449.863324108632
2015-01-20,8587.53123324521
2015-01-21,8620.405268530203
2015-01-22,8247.066525432987
2015-01-23,10066.084028495774
2015-01-24,9783.913884941418
2015-01-25,10291.883563276515
2015-01-26,9650.357092051632
2015-01-27,9760.728211544676
2015-01-28,8648.802026120076
2015-01-29,8476.354779059095
2015-01-30,8765.854081906258
2015-01-31,8551.41202025385
2015-02-01,8598.102205710244
2015-02-02,10196.187649529093
2015-02-03,10202.483388612312
2015-02-04,10320.673803783517
2015-02-05,9642.13950368862
2015-02-06,9543.407492379292
2015-02-07,9668.58480759338
2015-02-08,9187.202541501252
2015-02-09,9472.946224946925
2015-02-10,10198.693359914925
2015-02-11,9599.776070258136
2015-02-12,9058.530675825437
2015-02-13,10357.645764615989
2015-02-14,9580.968081099929
2015-02-15,9537.812070741811
2015-02-16,9300.133545790002
2015-02-17,9809.427389950892
2015-02-18,9800.93487596161
2015-02-19,9950.938914849628
2015-02-20,10952.937789144873
2015-02-21,10215.862373495876
2015-02-22,10043.9050762012
2015-02-23,8880.803141661205
2015-02-24,10098.318635600099
2015-02-25,9382.643837763915
2015-02-26,9573.714016500444
2015-02-27,10183.621258608986
2015-02-28,9966.773545288399
2015-03-01,10514.372288777413
2015-03-02,9748.29390990678
2015-03-03,8813.566298208367
2015-03-04,10284.746437093681
2015-03-05,9572.736026267024
2015-03-06,11424.927681652709
2015-03-07,11395.961082575055
2015-03-08,10642.282455043252
2015-03-09,10498.942052272907
2015-03-10,10210.30714663012
2015-03-11,9994.513100777716
2015-03-12,10908.029461175678
2015-03-13,10121.682148639517
2015-03-14,10011.518617792433
2015-03-15,10281.437446954471
2015-03-16,10087.909883846813
2015-03-17,9541.1747447549
2015-03-18,10010.927429747033
2015-03-19,10162.384354162765
2015-03-20,11000.32672395059
2015-03-21,11266.460429906047
2015-03-22,11945.597329760622
2015-03-23,10929.36899125745
2015-03-24,11123.101004027525
2015-03-25,11251.38885639334
2015-03-26,11544.968793118851
2015-03-27,10948.056626842688
2015-03-28,11124.689593949844
2015-03-29,10075.628286121195
2015-03-30,10531.382559218122
2015-03-31,8709.046973561835
2015-04-01,7851.10914841124
2015-04-02,8668.750332551652
2015-04-03,7112.838624104806
2015-04-04,8664.492386463526
2015-04-05,9242.085887745341
2015-04-06,9555.367559268732
2015-04-07,10311.483956119613
2015-04-08,9845.010364261789
2015-04-09,8372.735810918506
2015-04-10,8325.459635730756
2015-04-11,7891.623544272804
2015-04-12,8616.118347284406
2015-04-13,8974.354975840892
2015-04-14,8684.575544521367
2015-04-15,9041.40224994046
2015-04-16,8374.487241444791
2015-04-17,8762.458866186884
2015-04-18,9572.682929342576
2015-04-19,9809.96150507274
2015-04-20,8902.733125813285
2015-04-21,8283.603023166354
2015-04-22,8682.715423772013
2015-04-23,8356.115466220133
2015-04-24,7408.822138866904
2015-04-25,8847.076667011432
2015-04-26,9518.831447229564
2015-04-27,9085.085681473262
2015-04-28,7652.184182189017
2015-04-29,7050.646609543692
2015-04-30,9393.758731342361
2015-05-01,9677.04127149678
2015-05-02,9527.482137379433
2015-05-03,9306.547626462636
2015-05-04,9860.358386543141
2015-05-05,8462.386024402036
2015-05-06,9206.73161182807
2015-05-07,8389.174425832563
2015-05-08,9212.811829556416
2015-05-09,8082.41327274684
2015-05-10,8340.095932064803
2015-05-11,8526.673763160627
2015-05-12,9103.435043110403
2015-05-13,8900.736695211928
2015-05-14,9001.784778437412
2015-05-15,9406.9859835398
2015-05-16,9862.717990106274
2015-05-17,10121.747282616114
2015-05-18,8619.218075890425
2015-05-19,8761.719796206202
2015-05-20,8137.813394012054
2015-05-21,7445.854794830118
2015-05-22,7995.368303640342
2015-05-23,8531.194979053531
2015-05-24,8706.635203015778
2015-05-25,8073.692359745348
2015-05-26,8474.242874991356
2015-05-27,8080.944383988813
2015-05-28,8073.714399516429
2015-05-29,8160.417509781191
2015-05-30,7784.112731172608
2015-05-31,7544.866327898881
2015-06-01,7445.646722267651
2015-06-02,7812.920111055386
2015-06-03,8231.627432119045
2015-06-04,7695.766451189353
2015-06-05,8104.490826416377
2015-06-06,7929.595840957103
2015-06-07,7795.711575738541
2015-06-08,7457.111045161261
2015-06-09,7240.959654290432
2015-06-10,7493.321565482042
2015-06-11,7165.8330720828
2015-06-12,6831.2234557342645
2015-06-13,6927.408303666478
2015-06-14,7543.9079542694535
2015-06-15,7000.132177429322
2015-06-16,7024.458323056877
2015-06-17,7163.693352681768
2015-06-18,7163.174687904763
2015-06-19,7134.098255939444
2015-06-20,7607.645975191954
2015-06-21,7390.012934673432
2015-06-22,7488.183985605001
2015-06-23,6985.466859197741
2015-06-24,5186.909282905369
2015-06-25,5485.810385544079
2015-06-26,5603.361510380526
2015-06-27,5102.5167518205035
2015-06-28,5501.836046990509
2015-06-29,5792.319762763947
2015-06-30,5531.727204018661
2015-07-01,5469.731213317196
2015-07-02,5449.0983836818905
2015-07-03,5483.5233899117175
2015-07-04,5319.6246799822175
2015-07-05,5671.1031809508895
2015-07-06,5159.138690632584
2015-07-07,5418.055160039427
2015-07-08,5643.937548421926
2015-07-09,5454.827353840251
2015-07-10,5831.570672417028
2015-07-11,5804.524458243502
2015-07-12,5928.000987494817
2015-07-13,6044.511393487723
2015-07-14,5625.768297419107
2015-07-15,5759.3994735259275
2015-07-16,6318.899090241087
2015-07-17,6911.133136808994
2015-07-18,6968.513738839235
2015-07-19,6886.9691813327245
2015-07-20,6870.876715704958
2015-07-21,7120.472763501628
2015-07-22,7447.428738583674
2015-07-23,7703.3628547516
2015-07-24,7504.083757384266
2015-07-25,7335.874617720203
2015-07-26,7374.5483809868
2015-07-27,7591.534318738968
2015-07-28,7409.910445309804
2015-07-29,6917.983273124868
2015-07-30,7968.081873551173
2015-07-31,7359.528828855008
2015-08-01,6891.457237616599
2015-08-02,7040.726648236372
2015-08-03,7212.042685979723
2015-08-04,6839.506759888544
2015-08-05,7065.7175902635545
2015-08-06,7389.226504444211
2015-08-07,6727.832926048531
2015-08-08,6796.735914414906
2015-08-09,7103.882778061001
2015-08-10,6720.298176237397
2015-08-11,6752.2986403296945
2015-08-12,6623.362216646732
2015-08-13,6658.1594781203785
2015-08-14,6940.907304535002
2015-08-15,6977.028017939316
2015-08-16,6606.45847412607
2015-08-17,6947.2107391387035
2015-08-18,6509.516956983659
2015-08-19,6882.7358981925
2015-08-20,6755.780626902434
2015-08-21,6744.961498296071
2015-08-22,6739.512862101581
2015-08-23,6599.201992814749
2015-08-24,6618.512786861034
2015-08-25,6583.096737305499
2015-08-26,6632.385071704133
2015-08-27,6103.066090500022
2015-08-28,6607.299427347056
2015-08-29,5830.183701746019
2015-08-30,6315.044501523141
2015-08-31,6654.5432501599325
2015-09-01,6466.5958071302975
2015-09-02,6927.425206902395
2015-09-03,6316.2964286226315
2015-09-04,6525.952332107307
2015-09-05,6573.79855537932
2015-09-06,6839.649129565774
2015-09-07,6502.401961288725
2015-09-08,5888.95753591519
2015-09-09,6227.678626348159
2015-09-10,6040.441707190318
2015-09-11,6227.822964138953
2015-09-12,6504.346241235439
2015-09-13,6236.938584549627
2015-09-14,6110.816298546844
2015-09-15,6815.863153993877
2015-09-16,6864.592295381751
2015-09-17,6557.653057570669
2015-09-18,7108.383707660717
2015-09-19,6747.605133105351
2015-09-20,6912.279836004265
2015-09-21,6911.622517583436
2015-09-22,5936.002757388437
2015-09-23,6845.166692784169
2015-09-24,5974.091714338791
2015-09-25,6321.093367639284
2015-09-26,6730.2990218114755
2015-09-27,6681.772842638831
2015-09-28,7032.663318789901
2015-09-29,6202.701792985465
2015-09-30,5865.850492185807
2015-10-01,6097.200176328346
2015-10-02,5669.895298426274
2015-10-03,5560.787797506919
2015-10-04,5598.995315379448
2015-10-05,5797.922093254405
2015-10-06,5580.503063865214
2015-10-07,5619.176153370611
2015-10-08,5484.11625696822
2015-10-09,5854.103704375935
2015-10-10,5568.867515705919
2015-10-11,5667.92141988356
2015-10-12,5953.466053353674
2015-10-13,6545.008655941774
2015-10-14,6392.9678632923615
2015-10-15,6288.269976246414
2015-10-16,6433.868600612368
2015-10-17,6673.117186654381
2015-10-18,6331.43650509786
2015-10-19,6487.739910299975
2015-10-20,6079.119769511796
2015-10-21,5932.451348413369
2015-10-22,6311.2918598424585
2015-10-23,6167.230063154703
2015-10-24,6096.6330269072705
2015-10-25,6787.270796626303
2015-10-26,7170.112691535642
2015-10-27,7456.446713387699
2015-10-28,7369.240990544383
2015-10-29,7924.02634747197
2015-10-30,7390.477586706773
2015-10-31,7156.45964857845
2015-11-01,7767.946698821003
2015-11-02,7278.546543937049
2015-11-03,7550.952587234698
2015-11-04,8005.123797104182
2015-11-05,7639.277480736841
2015-11-06,7940.946462498052
2015-11-07,8011.074823548347
2015-11-08,8644.186941787126
2015-11-09,8638.072670120962
2015-11-10,9805.849127320835
2015-11-11,8866.332268228138
2015-11-12,9625.658199785341
2015-11-13,10594.04408749968
2015-11-14,10625.63033541754
2015-11-15,11715.971994577436
2015-11-16,11026.087546337088
2015-11-17,11313.688121146768
2015-11-18,11972.814685889742
2015-11-19,11669.829829182512
2015-11-20,9506.040616383045
2015-11-21,10143.465370942671
2015-11-22,8888.768396408252
2015-11-23,9883.212502103395
2015-11-24,8832.405057041226
2015-11-25,8931.19717481965
2015-11-26,8923.45854131489
2015-11-27,9191.580823057224
2015-11-28,10943.945493591433
2015-11-29,10756.573726582115
2015-11-30,11214.171749065197
2015-12-01,10790.60217324529
2015-12-02,10587.213829623044
2015-12-03,10817.025230497024
2015-12-04,10184.539941304889
2015-12-05,10614.051536502677
2015-12-06,11562.908012572201
2015-12-07,9727.551059991676
2015-12-08,10278.563470480958
2015-12-09,9318.64225193296
2015-12-10,9505.906113935795
2015-12-11,9079.999841752462
2015-12-12,9486.577968845842
2015-12-13,9278.906109230596
2015-12-14,9092.314459139921
2015-12-15,9369.545840385257
2015-12-16,10794.99626130733
2015-12-17,9427.110745182605
2015-12-18,9945.902278646483
2015-12-19,9536.350793453159
2015-12-20,9778.02574704525
2015-12-21,9099.704377649046
2015-12-22,10137.36787446268
2015-12-23,9110.833784551412
2015-12-24,7690.486349602173
2015-12-25,10021.255773899167
2015-12-26,9549.051476166725
2015-12-27,10556.954402596193
2015-12-28,9690.351742965016
2015-12-29,10447.451370749133
2015-12-30,9702.118839551264
2015-12-31,10282.139426502601
2016-01-01,9102.24744190204
2016-01-02,9363.913374471116
2016-01-03,9283.761568913891
2016-01-04,10163.825487279797
2016-01-05,10840.358624636832
2016-01-06,9346.830146043389
2016-01-07,9845.020652048564
2016-01-08,9921.594033773368
2016-01-09,10146.140225046525
2016-01-10,9973.795458341689
2016-01-11,9541.889537327424
2016-01-12,9225.823071671613
2016-01-13,9922.189001026993
2016-01-14,9142.86242529352
2016-01-15,9507.675095966224
2016-01-16,9949.392105407285
2016-01-17,9855.6609602528
2016-01-18,9616.437494384518
2016-01-19,9576.981378023374
2016-01-20,9992.639854735426
2016-01-21,10429.752546693715
2016-01-22,10128.722209199803
2016-01-23,10649.138010230346
2016-01-24,10231.34152115274
2016-01-25,9164.554655585807
2016-01-26,9484.959702022627
2016-01-27,8746.606622815061
2016-01-28,9890.042258118665
2016-01-29,10785.62925775939
2016-01-30,12917.154568602775
2016-01-31,12222.869908525772
2016-02-01,11966.614770785853
2016-02-02,11867.011948431631
2016-02-03,11681.203585299556
2016-02-04,11830.868050757024
2016-02-05,10780.829645875774
2016-02-06,9840.803275468124
2016-02-07,11448.86228939816
2016-02-08,11608.62282817022
2016-02-09,10834.895485406078
2016-02-10,11213.694893531881
2016-02-11,10786.059264216394
2016-02-12,9363.17875994098
2016-02-13,10141.533282599452
2016-02-14,12368.992849072925
2016-02-15,12191.517963701273
2016-02-16,10220.228999996945
2016-02-17,10634.015649630317
2016-02-18,11599.583324498868
2016-02-19,10953.727681744462
2016-02-20,11684.833568928616
2016-02-21,11767.264520850551
2016-02-22,11334.063734771375
2016-02-23,11457.97284524154
2016-02-24,11430.292549834787
2016-02-25,12186.471889645878
2016-02-26,10518.109148850046
2016-02-27,10316.304135596742
2016-02-28,10040.830394150751
2016-02-29,9359.619806250932
2016-03-01,9299.871879112232
2016-03-02,8668.083657844647
2016-03-03,8309.133165512238
2016-03-04,8380.351048647684
2016-03-05,8661.780270053823
2016-03-06,8228.111005281087
2016-03-07,8919.478132410257
2016-03-08,10217.607445941368
2016-03-09,9787.821299576808
2016-03-10,10170.354241925606
2016-03-11,10186.41027420506
2016-03-12,10960.411469258948
2016-03-13,9577.339912077492
2016-03-14,10078.96452668955
2016-03-15,9098.99289770059
2016-03-16,8917.931464726633
2016-03-17,8226.437564113085
2016-03-18,8714.742115199486
2016-03-19,8304.937008436242
2016-03-20,8655.322663739997
2016-03-21,8714.178651794406
2016-03-22,8536.92096086225
2016-03-23,8842.3309124313
2016-03-24,8462.388078098089
2016-03-25,7867.26196751413
2016-03-26,8557.774382079944
2016-03-27,9604.393503741128
2016-03-28,8435.019677459073
2016-03-29,8645.494296283232
2016-03-30,9288.98867807054
2016-03-31,7645.586977639244
2016-04-01,7828.114584410111
2016-04-02,8539.072515236809
2016-04-03,8684.639777444265
2016-04-04,7682.125949080839
2016-04-05,8999.19941791571
2016-04-06,7807.736926519636
2016-04-07,8728.100143703685
2016-04-08,8399.199347146146
2016-04-09,7762.292603156891
2016-04-10,9186.444516975687
2016-04-11,7852.182508671516
2016-04-12,7541.938368389654
2016-04-13,8274.499196567258
2016-04-14,8236.459234400138
2016-04-15,7908.29072561266
2016-04-16,8623.257532672274
2016-04-17,8681.399056957318
2016-04-18,8466.385533438195
2016-04-19,8600.622072684535
2016-04-20,8525.66746533892
2016-04-21,9058.126609146884
2016-04-22,9108.77651043741
2016-04-23,10315.48668083841
2016-04-24,11764.028145053775
2016-04-25,10717.014717102234
2016-04-26,10563.551014959357
2016-04-27,12668.73680893461
2016-04-28,10333.471855228763
2016-04-29,9200.032435194777
2016-04-30,9985.104065864976
2016-05-01,10006.544782193847
2016-05-02,10165.074426802425
2016-05-03,10239.943781764832
2016-05-04,9029.0940263137
2016-05-05,8303.60886367997
2016-05-06,8868.152059104985
2016-05-07,9919.800525330576
2016-05-08,10095.195487080357
2016-05-09,11244.712352419197
2016-05-10,10951.796408693312
2016-05-11,11320.720902211697
2016-05-12,11483.689486464198
2016-05-13,11839.804632334677
2016-05-14,12874.136365948843
2016-05-15,12009.902869228352
2016-05-16,13465.074959655034
2016-05-17,13236.990592389317
2016-05-18,14046.869523298401
2016-05-19,15459.775123041381
2016-05-20,16555.390497670596
2016-05-21,17477.248230891677
2016-05-22,16346.91944120409
2016-05-23,16760.392247464144
2016-05-24,16605.66831397231
2016-05-25,16270.072335920133
2016-05-26,16585.651465212268
2016-05-27,15586.943612469713
2016-05-28,18316.47275232134
2016-05-29,17851.162143113994
2016-05-30,17709.743606081094
2016-05-31,17184.340074436856
2016-06-01,18648.608658778372
2016-06-02,19187.97079861523
2016-06-03,20934.531039857575
2016-06-04,21319.476073296202
2016-06-05,21583.636907693017
2016-06-06,20518.413296740426
2016-06-07,23400.72875643196
2016-06-08,24558.444504705873
2016-06-09,29607.76884478468
2016-06-10,38399.638098694006
2016-06-11,44020.52035028485
2016-06-12,42037.7345784208
2016-06-13,47869.474930842734
2016-06-14,49641.231449929044
2016-06-15,43281.172283848435
2016-06-16,45174.18000266959
2016-06-17,49115.65669655388
2016-06-18,46205.03950710231
2016-06-19,44978.91560090725
2016-06-20,48766.899014723764
2016-06-21,52093.82002456928
2016-06-22,52470.450024352
2016-06-23,47591.403001967934
2016-06-24,48132.478089724566
2016-06-25,48716.57782788623
2016-06-26,48820.69153430938
2016-06-27,46231.91255931632
2016-06-28,44604.380119115594
2016-06-29,50588.32317793169
2016-06-30,47578.268424415
2016-07-01,45298.53509582855
2016-07-02,50941.8499491957
2016-07-03,48129.51291124409
2016-07-04,44473.17437576156
2016-07-05,41045.61297251178
2016-07-06,36065.161549031225
2016-07-07,38225.56352403665
2016-07-08,36159.135821590084
2016-07-09,35550.325021678815
2016-07-10,45618.04266166828
2016-07-11,42541.930617510814
2016-07-12,47385.818692314686
2016-07-13,39195.628381584655
2016-07-14,46521.9533230509
2016-07-15,46244.02359769472
2016-07-16,46685.12447902126
2016-07-17,47707.73228129445
2016-07-18,50227.53194506135
2016-07-19,46081.369516056206
2016-07-20,42157.854123420024
2016-07-21,45714.742982630894
2016-07-22,44627.73623003529
2016-07-23,48303.752912824726
2016-07-24,49959.347311905534
2016-07-25,48189.68058704906
2016-07-26,47002.499089106794
2016-07-27,47434.45775837585
2016-07-28,44760.24396168242
2016-07-29,46350.15127125005
2016-07-30,46674.15171709742
2016-07-31,47580.23596724361
2016-08-01,51758.819572268854
2016-08-02,55921.32243266868
2016-08-03,56164.48751582724
